readings:
44;-244;-174;4154;0;408
54;-236;-160;4134;0;427
64;-252;-178;4128;0;422
74;-248;-174;4116;0;437
84;-250;-158;4168;0;412
94;-262;-134;4166;0;428
104;-268;-152;4130;0;401
114;-254;-168;4190;0;404
124;-252;-182;4170;0;384
134;-246;-174;4152;0;412
144;-240;-170;4106;0;420
154;-236;-170;4158;0;416
164;-232;-196;4168;2;441
174;-214;-190;4128;4;426
184;-208;-176;4124;16;414
194;-206;-150;4160;8;400
204;-200;-162;4158;8;421
214;-182;-154;4172;22;425
224;-184;-170;4156;22;400
234;-152;-196;4162;32;440
244;-210;-180;4180;18;400
254;-170;-154;4172;32;417
264;-180;-170;4158;22;464
274;-188;-198;4154;32;412
284;-202;-164;4172;32;416
294;-176;-156;4176;44;400
304;-218;-150;4150;34;428
314;-214;-164;4166;48;416
324;-228;-162;4154;40;413
334;-222;-162;4130;52;432
344;-226;-170;4124;48;448
354;-244;-146;4112;64;432
364;-234;-156;4142;64;444
374;-234;-154;4128;64;402
384;-256;-168;4120;54;424
394;-244;-150;4114;64;410
404;-242;-158;4108;64;421
414;-232;-114;4138;69;433
424;-248;-124;4152;72;426
434;-236;-190;4148;66;400
444;-230;-206;4120;65;387
454;-220;-188;4126;66;448
464;-216;-204;4126;68;410
474;-220;-220;4124;64;413
484;-206;-236;4150;78;400
494;-208;-194;4150;70;416
504;-206;-148;4128;68;410
514;-190;-162;4170;69;436
524;-214;-184;4144;66;444
534;-212;-180;4144;64;434
544;-202;-180;4156;64;444
554;-208;-156;4134;68;444
564;-214;-140;4132;64;397
574;-208;-120;4150;64;434
584;-206;-142;4146;64;442
594;-192;-130;3970;64;390
604;-210;-142;4130;70;416
614;-224;-108;4170;68;432
624;-222;-132;4138;64;438
634;-216;-140;4130;72;406
644;-198;-192;4136;64;456
654;-212;-180;4122;64;448
664;-220;-168;4132;58;432
674;-208;-184;4164;72;404
684;-198;-218;4100;64;432
694;-220;-238;4094;68;429
704;-210;-224;4148;56;413
714;-232;-150;4134;64;434
724;-226;-126;4164;80;432
734;-236;-136;4174;64;449
744;-246;-108;4180;64;448
754;-234;-124;4176;64;440
764;-252;-132;4146;77;420
774;-260;-132;4146;64;428
784;-254;-120;4150;81;438
794;-260;-152;4152;68;417
804;-260;-154;4144;68;384
814;-254;-172;4162;56;468
824;-254;-176;4148;64;404
834;-230;-140;4162;56;422
844;-210;-150;4116;57;433
854;-218;-158;4146;72;444
864;-192;-210;4124;64;457
874;-212;-184;4192;65;440
884;-210;-172;4154;60;393
894;-192;-176;4112;64;393
904;-206;-178;4160;68;408
914;-168;-174;4106;64;418
924;-182;-174;4152;64;429
934;-164;-188;4112;56;416
944;-164;-170;4134;56;416
954;-194;-162;4114;64;432
964;-192;-154;4180;65;408
974;-190;-152;4140;54;432
984;-194;-152;4132;64;424
994;-220;-156;4142;54;416
1004;-212;-160;4142;48;448
1014;-224;-160;4148;64;417
1024;-224;-178;4164;64;432
1034;-244;-158;4136;64;400
1044;-228;-160;4120;64;441
1054;-248;-160;4112;64;436
1064;-230;-142;4146;64;445
1074;-250;-166;4128;64;434
1084;-258;-172;4138;64;464
1094;-234;-178;4150;56;441
1104;-236;-218;4120;64;444
1114;-250;-192;4148;56;461
1124;-226;-200;4120;64;464
1134;-214;-208;4112;64;464
1144;-212;-180;4088;64;444
1154;-210;-166;4118;64;461
1164;-222;-164;4136;50;418
1174;-208;-154;4134;56;448
1184;-214;-162;4154;64;432
1194;-220;-170;4168;58;424
1204;-206;-158;4122;64;429
1214;-196;-156;4138;64;437
1224;-216;-184;4134;64;464
1234;-208;-200;4116;70;464
1244;-220;-160;4108;64;448
1254;-198;-148;4166;64;480
1264;-198;-142;4182;68;420
1274;-210;-142;4180;56;449
1284;-202;-128;4152;64;438
1294;-198;-144;4186;56;464
1304;-216;-156;4146;64;426
1314;-198;-162;4122;50;449
1324;-206;-140;4130;64;426
1334;-212;-154;4154;66;434
1344;-220;-152;4178;64;425
1354;-214;-138;4096;64;452
1364;-226;-148;4152;52;464
1374;-228;-126;4170;56;432
1384;-228;-134;4120;56;410
1394;-248;-158;4170;56;453
1404;-238;-152;4146;64;432
1414;-260;-166;4166;64;432
1424;-238;-166;4162;55;421
1434;-238;-160;4116;65;452
1444;-244;-194;4182;52;453
1454;-236;-210;4134;52;450
1464;-236;-154;4116;65;432
1474;-226;-184;4162;72;416
1484;-216;-144;4150;52;429
1494;-208;-170;4140;64;425
1504;-210;-176;4128;64;464
1514;-216;-174;4124;56;464
1524;-204;-152;4152;68;406
1534;-218;-170;4172;58;426
1544;-216;-184;4174;64;428
1554;-202;-156;4160;48;464
1564;-212;-146;4166;54;432
1574;-220;-150;4146;64;429
1584;-212;-150;4158;66;450
1594;-206;-150;4122;64;435
1604;-200;-156;4114;64;400
1614;-206;-168;4150;64;405
1624;-198;-172;4132;64;414
1634;-216;-178;4128;67;430
1644;-206;-198;4154;64;433
1654;-208;-212;4164;58;477
1664;-206;-208;4112;64;455
1674;-200;-214;4148;64;441
1684;-218;-158;4096;64;428
1694;-210;-166;4170;72;420
1704;-216;-158;4142;64;458
1714;-248;-152;4160;76;414
1724;-248;-130;4134;66;428
1734;-232;-128;4166;64;434
1744;-248;-146;4172;80;444
1754;-246;-138;4146;72;448
1764;-234;-166;4162;64;444
1774;-254;-178;4116;65;404
1784;-236;-172;4130;66;452
1794;-238;-190;4112;64;453
1804;-216;-180;4148;64;448
1814;-228;-172;4120;68;432
1824;-242;-168;4162;68;438
1834;-214;-158;4150;64;432
1844;-218;-176;4146;64;416
1854;-208;-166;4132;64;432
1864;-236;-150;4164;72;412
1874;-206;-158;4132;70;400
1884;-204;-166;4114;72;448
1894;-220;-150;4130;72;435
1904;-198;-154;4158;64;464
1914;-210;-172;4172;64;433
1924;-210;-172;4126;64;436
1934;-200;-164;4122;72;429
1944;-194;-152;4134;64;434
1954;-190;-172;4148;64;418
1964;-194;-172;4132;66;464
1974;-190;-152;4140;66;428
1984;-208;-176;4136;64;444
1994;-194;-168;4134;64;466
2004;-206;-170;4148;64;432
2014;-222;-158;4150;64;464
2024;-238;-150;4124;64;416
2034;-232;-152;4144;65;433
2044;-236;-156;4140;70;416
2054;-244;-158;4158;64;438
2064;-244;-190;4146;64;448
2074;-258;-178;4142;68;449
2084;-236;-174;4148;72;440
2094;-232;-174;4110;64;464
2104;-226;-170;4140;66;432
2114;-242;-164;4162;80;448
2124;-236;-162;4132;66;436
2134;-214;-188;4118;66;442
2144;-206;-190;4128;64;445
2154;-220;-192;4134;64;448
2164;-218;-182;4154;65;441
2174;-230;-196;4124;64;428
2184;-224;-174;4088;68;428
2194;-218;-186;4138;80;439
2204;-206;-188;4172;64;414
2214;-214;-142;4150;64;432
2224;-210;-166;4148;70;419
2234;-216;-178;4146;75;408
2244;-192;-174;4160;65;468
2254;-190;-160;4124;65;436
2264;-206;-148;4146;64;410
2274;-218;-164;4128;64;416
2284;-204;-136;4154;64;448
2294;-196;-142;4110;68;432
