readings:
44;-224;-150;4188;2911;501
54;-198;-142;4096;2911;538
64;-204;-108;4094;2911;532
74;-232;-68;4118;2911;489
84;-248;-92;4146;2907;508
94;-222;-108;4128;2903;496
104;-206;-162;4112;2911;506
114;-210;-132;4074;2911;529
124;-206;-148;4118;2907;510
134;-222;-188;4102;2910;476
144;-198;-246;4088;2915;491
154;-220;-246;4140;2911;496
164;-210;-256;4078;2911;511
174;-216;-284;4108;2907;496
184;-222;-292;4110;2907;488
194;-206;-278;4096;2911;496
204;-186;-280;4092;2909;464
214;-160;-232;4130;2907;477
224;-244;-198;4130;2915;505
234;-252;-160;4126;2911;491
244;-246;-148;4104;2911;500
254;-234;-146;4136;2910;492
264;-256;-96;4090;2917;478
274;-264;-80;4086;2921;525
284;-246;-54;4128;2910;476
294;-234;-96;4172;2915;506
304;-222;-140;4118;2911;511
314;-220;-178;4180;2919;511
324;-226;-220;4144;2915;486
334;-216;-200;4136;2923;496
344;-220;-154;4082;2927;525
354;-220;-194;4144;2927;502
364;-208;-184;4164;2929;524
374;-204;-184;4108;2929;530
384;-202;-198;4074;2935;489
394;-216;-218;4058;2929;529
404;-218;-258;4148;2943;509
414;-178;-302;4128;2935;508
424;-188;-270;4106;2941;499
434;-186;-242;4108;2935;499
444;-214;-196;4122;2943;493
454;-226;-166;4110;2931;496
464;-246;-108;4156;2927;506
474;-238;-64;4116;2955;502
484;-236;-76;4130;2955;496
494;-226;-46;4128;2951;496
504;-230;-72;4056;2959;504
514;-210;-144;4134;2959;483
524;-214;-186;4162;2959;480
534;-196;-216;4188;2970;497
544;-200;-206;4088;2967;499
554;-242;-170;4132;2965;498
564;-238;-220;4160;2983;510
574;-186;-230;4112;2975;480
584;-234;-164;4170;2990;464
594;-216;-170;4104;2993;528
604;-238;-154;4146;2995;481
614;-228;-192;4162;3003;511
624;-216;-180;4186;3007;528
634;-160;-132;4160;3011;496
644;-200;-134;4178;3019;484
654;-214;-94;4094;3023;480
664;-228;-80;4128;3023;492
674;-222;-88;4104;3029;526
684;-202;-64;4090;3031;474
694;-208;-78;4142;3031;520
704;-226;-132;4072;3038;502
714;-240;-190;4050;3043;499
724;-212;-222;4124;3039;500
