readings:
44;-186;-290;4370;2423;493
54;-204;-166;4328;2437;505
64;-186;-166;4344;2439;468
74;-172;-170;4326;2439;507
84;-124;-162;4350;2443;477
94;-84;-176;4344;2443;509
104;-84;-258;4368;2447;486
114;-36;-250;4334;2446;507
124;-72;-292;4360;2447;506
134;-110;-350;4282;2449;506
144;-136;-360;4278;2450;506
154;-110;-370;4356;2455;489
164;-80;-350;4282;2455;525
174;-106;-406;4320;2459;510
184;-94;-398;4340;2459;523
194;-80;-362;4324;2461;469
204;-78;-360;4374;2465;511
214;-78;-336;4352;2462;528
224;-84;-278;4342;2466;496
234;-126;-272;4324;2477;545
244;-162;-232;4362;2479;510
254;-160;-120;4344;2480;505
264;-170;-228;4338;2481;528
274;-164;-260;4304;2487;492
284;-148;-296;4300;2487;496
294;-170;-306;4364;2493;511
304;-166;-286;4354;2498;526
314;-158;-302;4274;2506;500
324;-186;-376;4336;2495;508
334;-166;-252;4320;2498;474
344;-194;-210;4342;2503;505
354;-182;-250;4328;2503;521
364;-214;-280;4350;2499;534
374;-162;-320;4310;2506;482
384;-128;-330;4276;2506;533
394;-152;-330;4330;2507;510
404;-122;-384;4312;2502;536
414;-96;-324;4346;2507;493
424;-132;-304;4368;2502;511
434;-130;-290;4314;2503;532
444;-124;-336;4330;2507;498
454;-142;-282;4326;2502;547
464;-158;-240;4334;2505;532
474;-136;-266;4332;2507;528
484;-112;-276;4362;2503;528
494;-70;-266;4352;2499;502
504;-32;-288;4312;2502;508
514;-30;-288;4310;2503;497
524;-52;-322;4358;2499;510
534;-58;-342;4298;2507;496
544;-98;-298;4328;2498;528
554;-122;-248;4340;2495;496
564;-120;-246;4350;2502;503
574;-160;-312;4380;2495;560
584;-134;-310;4320;2498;496
594;-124;-356;4344;2502;528
604;-98;-340;4376;2495;500
614;-110;-306;4314;2493;546
624;-142;-300;4304;2491;538
634;-214;-242;4340;2485;522
644;-196;-278;4336;2483;528
654;-208;-230;4322;2483;511
664;-212;-224;4342;2481;548
674;-206;-260;4344;2477;526
684;-160;-326;4340;2473;541
