readings:
44;228;54;4124;2835;662
54;264;-646;4388;2839;688
64;-90;-866;4290;2845;689
74;-202;-236;4154;2863;691
84;4;630;3850;2851;704
94;274;346;3804;2851;688
104;332;-684;4228;2855;685
114;90;-1268;4338;2855;706
124;-202;-676;4420;2867;688
134;-254;220;4318;2867;688
144;50;764;4206;2871;694
154;116;174;4274;2871;672
164;-90;-814;4550;2879;693
174;-380;-830;4400;2878;720
184;-440;94;4104;2883;688
194;-370;594;4050;2893;658
204;-40;324;4152;2898;666
214;-156;-396;4272;2898;678
224;-524;-686;4290;2909;685
234;-676;-396;4274;2911;704
244;-476;214;4064;2911;664
254;-264;604;4052;2915;677
264;-294;86;4080;2918;704
274;-642;-690;4310;2927;666
284;-728;-754;4260;2923;694
294;-580;-140;4088;2929;686
304;-218;540;3906;2928;666
314;-178;192;4060;2927;688
324;-296;-528;4346;2929;689
334;-536;-790;4086;2924;656
344;-494;-440;4176;2928;645
354;-120;46;4032;2928;682
364;234;114;3966;2927;656
374;30;-472;4130;2927;674
384;-114;-978;4270;2927;668
394;-186;-952;4242;2929;688
404;64;-580;4072;2929;683
414;422;-120;3914;2927;663
424;314;-384;3964;2927;707
434;26;-602;4136;2927;700
444;-214;-486;4142;2927;664
454;-60;-144;4238;2927;689
464;266;382;4104;2923;658
474;238;474;4130;2918;686
484;-150;-4;4106;2921;662
494;-378;-422;4280;2915;691
504;-358;-474;4456;2911;640
514;4;192;4218;2919;658
524;-18;646;4126;2915;694
534;-150;82;4176;2915;688
544;-536;-458;4308;2910;686
554;-430;-744;4254;2897;657
564;-340;-450;4174;2903;691
574;-154;102;3996;2897;681
584;-344;-190;4032;2897;691
594;-556;-622;3982;2896;662
604;-746;-344;4354;2895;698
614;-454;-296;4320;2883;640
624;-240;312;4268;2883;682
634;-220;266;4090;2887;688
644;-592;2;4076;2879;682
654;-540;-508;4034;2885;676
664;-452;-466;4414;2887;665
674;-54;136;4374;2869;650
684;-4;208;4140;2889;676
694;-146;164;3954;2879;651
704;-470;-436;4070;2879;669
714;-262;-726;4190;2883;667
724;80;-554;4286;2879;640
734;284;-118;4162;2883;642
744;-58;120;4096;2883;665
754;-246;420;4130;2877;681
764;-230;-440;4094;2875;640
774;226;-926;4122;2879;641
784;464;-776;4300;2867;689
794;100;18;4192;2867;649
804;-432;132;4142;2871;674
814;-336;-262;4138;2861;672
824;58;-852;4450;2864;692
834;276;-830;4512;2862;688
844;6;84;4278;2855;693
854;-574;1038;4048;2855;677
864;-692;440;4040;2862;665
874;-208;-792;4392;2855;686
884;168;-864;4374;2853;672
894;-62;-134;4082;2851;660
904;-594;774;3790;2853;667
914;-812;446;3890;2855;688
924;-406;-678;4340;2855;661
934;28;-1230;4332;2859;677
944;-128;-576;4176;2859;688
954;-586;224;3870;2859;644
964;-734;398;3966;2861;653
974;-444;-502;4302;2859;672
984;-78;-1136;4672;2863;688
994;-112;-562;4342;2864;640
1004;-362;266;4064;2864;700
1014;-600;338;3866;2867;700
1024;-360;-84;4278;2871;658
1034;-56;-938;4350;2871;690
1044;248;-946;3986;2864;694
1054;-10;-540;4074;2891;667
1064;-416;142;4170;2847;677
1074;-398;480;3920;2864;656
1084;-34;-100;4016;2871;654
1094;304;-854;4194;2867;666
1104;252;-610;4056;2867;683
1114;-46;264;4164;2859;682
1124;-420;742;3962;2863;658
1134;-260;536;4026;2859;657
1144;234;-476;4398;2850;681
1154;290;-704;4324;2852;662
1164;-140;-74;4338;2847;657
1174;-578;520;4160;2850;674
1184;-442;650;3898;2847;681
1194;152;-492;4094;2837;676
1204;396;-1222;4352;2829;662
1214;-96;-966;4424;2823;672
1224;-638;156;3976;2831;673
1234;-776;350;4046;2821;694
1244;-204;26;4074;2815;672
1254;172;-814;4434;2814;688
1264;-68;-832;4246;2802;699
1274;-732;-26;4126;2803;640
1284;-882;820;3804;2800;653
1294;-366;356;3908;2791;673
1304;58;-384;4324;2795;702
1314;-78;-974;4328;2787;660
1324;-748;-208;4158;2787;692
1334;-860;464;3992;2786;641
1344;-462;222;4072;2787;680
1354;56;-542;4290;2790;690
1364;144;-874;4238;2783;660
1374;-286;-680;3960;2786;688
1384;-544;-202;3844;2786;674
1394;-314;-76;4014;2786;686
1404;196;-270;4046;2794;688
1414;332;-674;4314;2799;661
1424;-16;-692;4272;2801;666
1434;-316;-258;4170;2807;668
1444;-304;12;4060;2815;704
1454;150;12;4064;2831;666
1464;364;-400;4344;2833;656
1474;196;-642;4354;2847;690
1484;-358;-362;4272;2847;650
1494;-482;230;4070;2859;682
1504;-126;440;4108;2871;652
1514;302;-18;4150;2879;679
1524;122;-606;4312;2891;632
1534;-344;-590;4234;2903;678
1544;-766;78;3970;2910;698
1554;-400;304;3960;2919;682
1564;68;-156;4118;2927;698
1574;62;-564;4276;2935;688
1584;-324;-538;4236;2951;659
1594;-796;22;4130;2957;690
1604;-682;258;4112;2971;656
1614;-188;150;4178;2973;694
1624;-10;-326;4258;2982;666
1634;-362;-454;4210;2991;674
1644;-722;-408;4276;2999;672
1654;-712;18;4144;3003;658
1664;-278;-42;4166;3003;629
1674;106;-112;4048;3007;664
1684;-42;-488;4126;3005;645
1694;-418;-798;4214;3005;642
1704;-612;-602;4062;3003;680
1714;-350;194;3952;2993;660
1724;124;374;3968;2992;674
1734;258;-2;4076;2983;657
1744;-100;-534;4378;2975;672
1754;-452;-286;4276;2961;629
1764;-442;258;4110;2955;694
1774;52;906;3940;2943;667
1784;304;540;4190;2934;682
1794;110;-398;4390;2927;640
1804;-304;-704;4318;2911;644
1814;-366;-836;4148;2896;636
1824;64;140;3900;2879;650
1834;308;86;3818;2874;674
1844;134;-656;4046;2859;672
1854;-242;-1284;4248;2845;677
1864;-330;-770;4152;2830;662
1874;-258;182;4158;2819;663
1884;-32;556;3870;2815;686
1894;-26;-48;4100;2805;685
1904;-264;-910;4390;2799;634
1914;-514;-660;4356;2791;677
1924;-496;344;4200;2783;644
1934;-370;1192;4224;2775;672
1944;-78;912;4270;2768;656
1954;-316;-622;4490;2768;656
1964;-528;-690;4300;2768;640
1974;-696;-504;4362;2769;652
1984;-348;448;4054;2773;650
1994;-70;506;3996;2773;652
2004;-146;-242;4230;2795;672
2014;-456;-730;4440;2795;622
2024;-574;-518;4362;2802;640
2034;-350;262;4042;2811;656
2044;14;270;3942;2831;641
2054;72;-332;4106;2839;670
2064;-248;-890;4268;2859;676
2074;-434;-746;4362;2871;618
2084;-286;-40;4104;2895;681
2094;58;124;4040;2922;625
2104;250;-112;4058;2943;673
2114;0;-708;4258;2963;634
2124;-178;-874;4162;2997;626
2134;-242;-292;4058;3023;658
2144;10;274;4054;3043;608
2154;238;158;4080;3057;673
2164;158;-504;4156;3071;665
2174;-100;-914;4296;3102;673
2184;-374;-462;4098;3123;619
2194;-258;110;4042;3131;608
2204;36;298;4008;3139;624
2214;148;-218;4190;3159;610
2224;-96;-718;4264;3159;640
2234;-432;-292;4278;3185;634
2244;-530;290;4186;3175;680
2254;-284;514;4064;3167;654
2264;-84;136;4110;3183;626
2274;-192;-724;4368;3182;652
2284;-458;-906;4226;3179;624
2294;-598;-344;4118;3179;624
2304;-492;228;3986;3183;633
2314;-164;196;4010;3183;632
2324;-104;-536;4290;3179;611
2334;-336;-846;4258;3183;608
2344;-606;-356;4276;3183;644
2354;-572;298;4060;3187;621
2364;-256;456;3946;3182;658
